;time;windvelocity;precipitation;temperature
3957;1973-03-01;-999;   0.7;    4.4
3958;1973-03-02;-999;   2.7;    3.7
3959;1973-03-03;-999;   2.0;    4.8
3960;1973-03-04;-999;   0.7;    6.9
3961;1973-03-05;-999;   1.5;    6.5
3962;1973-03-06;-999;   1.7;    4.6
3963;1973-03-07;-999;   4.4;    3.0
3964;1973-03-08;-999;   0.0;    6.0
3965;1973-03-09;-999;   0.0;    1.4
3966;1973-03-10;-999;   0.0;    3.0
3967;1973-03-11;-999;   0.0;    4.4
3968;1973-03-12;-999;   0.0;    2.6
3969;1973-03-13;-999;   0.0;    1.0
3970;1973-03-14;-999;   0.0;    2.0
3971;1973-03-15;-999;   0.0;    2.1
3972;1973-03-16;-999;   0.4;    2.2
3973;1973-03-17;-999;   1.1;    6.4
3974;1973-03-18;-999;   0.0;    4.6
3975;1973-03-19;-999;   0.0;    4.6
3976;1973-03-20;-999;   0.0;    6.5
3977;1973-03-21;-999;   0.0;    5.3
3978;1973-03-22;-999;   0.0;    7.2
3979;1973-03-23;-999;   0.0;    6.2
3980;1973-03-24;-999;   0.0;   12.4
3981;1973-03-25;-999;   0.0;    8.2
3982;1973-03-26;-999;   0.0;    8.5
3983;1973-03-27;-999;   5.8;    7.8
3984;1973-03-28;-999;   0.0;    5.3
3985;1973-03-29;-999;   0.0;    5.0
3986;1973-03-30;-999;   0.0;    6.3
3987;1973-03-31;-999;   0.0;    6.6
3988;1973-04-01;-999;   6.2;    5.3
3989;1973-04-02;-999;  16.4;    4.8
3990;1973-04-03;-999;   3.6;    4.0
3991;1973-04-04;-999;   0.8;    5.2
3992;1973-04-05;-999;   1.9;    7.0
3993;1973-04-06;-999;   3.4;    4.3
3994;1973-04-07;-999;   1.7;    4.0
3995;1973-04-08;-999;   0.7;    2.5
3996;1973-04-09;-999;   0.0;    2.8
3997;1973-04-10;-999;   3.1;    3.8
3998;1973-04-11;-999;   3.2;    3.2
3999;1973-04-12;-999;   0.2;    2.4
4000;1973-04-13;-999;   0.4;    2.4
4001;1973-04-14;-999;   2.4;    5.6
4002;1973-04-15;-999;   0.2;    6.2
4003;1973-04-16;-999;   0.0;    7.2
4004;1973-04-17;-999;   1.1;    5.6
4005;1973-04-18;-999;   3.5;    4.9
4006;1973-04-19;-999;   1.9;    3.9
4007;1973-04-20;-999;   0.3;    3.6
4008;1973-04-21;-999;   0.0;    4.7
4009;1973-04-22;-999;   4.0;    6.0
4010;1973-04-23;-999;   0.0;    8.4
4011;1973-04-24;-999;   0.0;    6.4
4012;1973-04-25;-999;   0.0;    7.2
4013;1973-04-26;-999;   1.0;    5.2
4014;1973-04-27;-999;   1.2;    6.5
4015;1973-04-28;-999;   1.3;    8.0
4016;1973-04-29;-999;   1.7;    7.8
4017;1973-04-30;-999;   1.3;   12.0
4018;1973-05-01;-999;  12.0;    9.6
4019;1973-05-02;-999;   0.1;    8.4
4020;1973-05-03;-999;   0.0;   11.2
4021;1973-05-04;-999;   0.4;   12.6
4022;1973-05-05;-999;  14.9;   14.6
4023;1973-05-06;-999;   0.0;   13.2
4024;1973-05-07;-999;   7.9;   11.8
4025;1973-05-08;-999;   2.9;    9.4
4026;1973-05-09;-999;   0.0;   10.8
4027;1973-05-10;-999;   2.1;    8.7
4028;1973-05-11;-999;   1.0;    7.8
4029;1973-05-12;-999;   1.2;    9.1
4030;1973-05-13;-999;   2.3;   11.8
4031;1973-05-14;-999;   0.3;    8.4
4032;1973-05-15;-999;   1.3;    7.4
4033;1973-05-16;-999;   0.0;   10.0
4034;1973-05-17;-999;   0.0;   11.0
4035;1973-05-18;-999;   0.0;   12.4
4036;1973-05-19;-999;   0.0;   14.8
4037;1973-05-20;-999;   0.0;   15.7
4038;1973-05-21;-999;   4.1;   17.5
4039;1973-05-22;-999;   0.8;   15.1
4040;1973-05-23;-999;   1.3;   15.1
4041;1973-05-24;-999;   1.9;   12.8
4042;1973-05-25;-999;   0.2;    9.6
4043;1973-05-26;-999;   0.0;   12.3
4044;1973-05-27;-999;   0.0;   14.8
4045;1973-05-28;-999;   0.0;   16.4
4046;1973-05-29;-999;   1.1;   17.2
4047;1973-05-30;-999;   8.9;   16.4
4048;1973-05-31;-999;   6.2;   15.7
4049;1973-06-01;-999;   9.4;   15.2
4050;1973-06-02;-999;   2.8;   13.6
4051;1973-06-03;-999;   0.0;   14.1
4052;1973-06-04;-999;   0.0;   14.8
4053;1973-06-05;-999;   0.0;   12.5
4054;1973-06-06;-999;   0.0;   13.9
4055;1973-06-07;-999;   0.0;   14.3
4056;1973-06-08;-999;   0.0;   15.8
4057;1973-06-09;-999;   1.8;   16.4
4058;1973-06-10;-999;   2.5;   12.4
4059;1973-06-11;-999;   0.0;   13.5
4060;1973-06-12;-999;   0.0;   17.9
4061;1973-06-13;-999;   0.0;   15.6
4062;1973-06-14;-999;   0.9;   11.2
4063;1973-06-15;-999;   0.0;   12.0
4064;1973-06-16;-999;   0.0;   15.2
4065;1973-06-17;-999;   2.3;   18.0
4066;1973-06-18;-999;   0.0;   15.8
4067;1973-06-19;-999;   0.0;   17.4
4068;1973-06-20;-999;   0.0;   16.5
4069;1973-06-21;-999;   0.0;   15.9
4070;1973-06-22;-999;   0.0;   17.9
4071;1973-06-23;-999;   0.0;   19.2
4072;1973-06-24;-999;   0.0;   20.4
4073;1973-06-25;-999;   0.0;   21.4
4074;1973-06-26;-999;   0.0;   22.7
4075;1973-06-27;-999;   0.0;   25.2
4076;1973-06-28;-999;   8.8;   21.4
4077;1973-06-29;-999;   0.6;   17.4
4078;1973-06-30;-999;   0.0;   18.4
4079;1973-07-01;-999;   0.0;   22.0
4080;1973-07-02;-999;   0.0;   23.2
4081;1973-07-03;-999;   0.0;   22.3
4082;1973-07-04;-999;   0.0;   20.0
4083;1973-07-05;-999;   0.0;   23.9
4084;1973-07-06;-999;   0.0;   26.4
4085;1973-07-07;-999;   0.0;   20.5
4086;1973-07-08;-999;   0.0;   15.6
4087;1973-07-09;-999;   0.0;   15.5
4088;1973-07-10;-999;   0.0;   17.4
4089;1973-07-11;-999;  15.3;   18.1
4090;1973-07-12;-999;   0.8;   17.1
4091;1973-07-13;-999;   0.0;   15.6
4092;1973-07-14;-999;   0.0;   18.5
4093;1973-07-15;-999;  23.2;   20.8
4094;1973-07-16;-999;   3.0;   17.9
4095;1973-07-17;-999;   2.6;   17.6
4096;1973-07-18;-999;   1.1;   15.6
4097;1973-07-19;-999;  11.7;   16.0
4098;1973-07-20;-999;   4.9;   16.9
4099;1973-07-21;-999;   4.0;   15.2
4100;1973-07-22;-999;  11.2;   15.4
4101;1973-07-23;-999;  18.7;   13.0
4102;1973-07-24;-999;   7.1;   14.7
4103;1973-07-25;-999;  15.1;   14.6
4104;1973-07-26;-999;   3.9;   16.2
4105;1973-07-27;-999;   0.1;   15.3
4106;1973-07-28;-999;   0.0;   20.1
4107;1973-07-29;-999;   0.0;   18.6
4108;1973-07-30;-999;   0.0;   17.0
4109;1973-07-31;-999;   0.0;   16.4
4110;1973-08-01;-999;   0.0;   19.4
4111;1973-08-02;-999;   0.0;   20.6
4112;1973-08-03;-999;  35.8;   17.6
4113;1973-08-04;-999;   5.8;   16.8
4114;1973-08-05;-999;   0.5;   17.0
4115;1973-08-06;-999;  12.6;   21.2
4116;1973-08-07;-999;   3.6;   14.8
4117;1973-08-08;-999;   0.8;   14.4
4118;1973-08-09;-999;   0.0;   16.8
4119;1973-08-10;-999;   0.0;   19.2
4120;1973-08-11;-999;   0.0;   17.8
4121;1973-08-12;-999;   0.0;   16.2
4122;1973-08-13;-999;   0.0;   18.6
4123;1973-08-14;-999;   0.0;   19.4
4124;1973-08-15;-999;   0.0;   19.8
4125;1973-08-16;-999;   0.0;   20.6
4126;1973-08-17;-999;   0.0;   22.1
4127;1973-08-18;-999;   0.0;   16.9
4128;1973-08-19;-999;   0.0;   16.1
4129;1973-08-20;-999;   0.0;   14.5
4130;1973-08-21;-999;   0.0;   12.6
4131;1973-08-22;-999;   0.0;   11.6
4132;1973-08-23;-999;   0.0;   12.6
4133;1973-08-24;-999;   0.0;   14.3
4134;1973-08-25;-999;   0.0;   14.9
4135;1973-08-26;-999;   0.0;   15.6
4136;1973-08-27;-999;   0.0;   18.2
4137;1973-08-28;-999;   0.0;   17.4
4138;1973-08-29;-999;   0.0;   16.6
4139;1973-08-30;-999;   0.4;   15.8
4140;1973-08-31;-999;   3.2;   14.0
4141;1973-09-01;-999;   1.1;   16.8
4142;1973-09-02;-999;   0.0;   15.6
4143;1973-09-03;-999;  17.5;   16.2
4144;1973-09-04;-999;   0.0;   18.6
4145;1973-09-05;-999;   0.0;   18.8
4146;1973-09-06;-999;   0.0;   18.8
4147;1973-09-07;-999;   0.0;   18.2
4148;1973-09-08;-999;   0.0;   16.8
4149;1973-09-09;-999;   0.0;   17.2
4150;1973-09-10;-999;   0.0;   12.6
4151;1973-09-11;-999;   0.2;   12.5
4152;1973-09-12;-999;   0.0;   12.7
4153;1973-09-13;-999;   0.0;   10.0
4154;1973-09-14;-999;   0.0;   11.0
4155;1973-09-15;-999;   0.0;   11.9
4156;1973-09-16;-999;   0.9;   17.1
4157;1973-09-17;-999;   0.0;   17.2
4158;1973-09-18;-999;   0.0;   14.6
4159;1973-09-19;-999;   5.9;   14.8
4160;1973-09-20;-999;   0.0;   13.3
4161;1973-09-21;-999;   5.3;   13.4
4162;1973-09-22;-999;   1.6;   12.2
4163;1973-09-23;-999;   6.7;   11.8
4164;1973-09-24;-999;  13.9;    8.5
4165;1973-09-25;-999;   0.0;    9.9
4166;1973-09-26;-999;   0.0;   10.6
4167;1973-09-27;-999;   2.1;   12.0
4168;1973-09-28;-999;   1.2;   13.0
4169;1973-09-29;-999;   3.5;    9.8
4170;1973-09-30;-999;   0.0;   10.2
4171;1973-10-01;-999;   0.0;    8.6
4172;1973-10-02;-999;   0.4;   11.7
4173;1973-10-03;-999;   0.0;   13.6
4174;1973-10-04;-999;   0.0;   12.8
4175;1973-10-05;-999;   0.0;   11.2
4176;1973-10-06;-999;   0.0;   10.6
4177;1973-10-07;-999;   0.0;   11.4
4178;1973-10-08;-999;   0.3;   12.9
4179;1973-10-09;-999;   0.4;   11.1
4180;1973-10-10;-999;   5.3;    8.2
4181;1973-10-11;-999;   0.1;    4.6
4182;1973-10-12;-999;   0.0;    1.6
4183;1973-10-13;-999;   0.0;    3.4
4184;1973-10-14;-999;   0.5;    6.0
4185;1973-10-15;-999;   0.0;    7.7
4186;1973-10-16;-999;   2.3;    6.0
4187;1973-10-17;-999;   4.9;    5.2
4188;1973-10-18;-999;   5.3;    3.6
4189;1973-10-19;-999;  12.0;    5.6
4190;1973-10-20;-999;  10.3;    6.8
4191;1973-10-21;-999;   5.4;    7.0
4192;1973-10-22;-999;   3.6;    5.4
4193;1973-10-23;-999;   5.4;    6.2
4194;1973-10-24;-999;   0.0;    5.2
4195;1973-10-25;-999;   0.0;    9.8
4196;1973-10-26;-999;   0.0;    9.8
4197;1973-10-27;-999;   0.0;    7.4
4198;1973-10-28;-999;   0.0;    7.3
4199;1973-10-29;-999;   0.0;    8.0
4200;1973-10-30;-999;   1.4;   10.0
4201;1973-10-31;-999;   0.0;    5.0
4202;1973-11-01;-999;   0.0;    2.0
4203;1973-11-02;-999;   0.0;    1.7
4204;1973-11-03;-999;   0.0;    5.4
4205;1973-11-04;-999;   0.0;    7.1
4206;1973-11-05;-999;   5.4;    9.4
4207;1973-11-06;-999;   5.6;    5.2
4208;1973-11-07;-999;   2.1;    6.8
4209;1973-11-08;-999;   0.7;   10.6
4210;1973-11-09;-999;   3.4;   10.3
4211;1973-11-10;-999;   8.5;    9.2
4212;1973-11-11;-999;   5.0;    6.3
4213;1973-11-12;-999;  13.8;    6.2
4214;1973-11-13;-999;   8.7;    5.7
4215;1973-11-14;-999;   1.9;    2.4
4216;1973-11-15;-999;   7.0;    4.4
4217;1973-11-16;-999;   9.6;    4.0
4218;1973-11-17;-999;   7.4;    2.2
4219;1973-11-18;-999;   0.5;    2.3
4220;1973-11-19;-999;   6.4;    5.3
4221;1973-11-20;-999;   0.0;    5.2
4222;1973-11-21;-999;   0.0;    4.6
4223;1973-11-22;-999;   0.0;    4.4
4224;1973-11-23;-999;   0.6;    6.0
4225;1973-11-24;-999;  11.3;    8.2
4226;1973-11-25;-999;  10.3;    0.7
4227;1973-11-26;-999;   3.0;    0.4
4228;1973-11-27;-999;   2.2;   -1.9
4229;1973-11-28;-999;   8.9;   -1.2
4230;1973-11-29;-999;   0.0;   -3.6
4231;1973-11-30;-999;   0.0;   -8.2
4232;1973-12-01;-999;   0.2;   -8.6
4233;1973-12-02;-999;   2.4;   -6.3
4234;1973-12-03;-999;   9.7;    0.6
4235;1973-12-04;-999;   2.0;    3.7
4236;1973-12-05;-999;   0.0;    4.0
4237;1973-12-06;-999;  13.2;    5.5
4238;1973-12-07;-999;   5.3;    3.2
4239;1973-12-08;-999;   8.6;    0.3
4240;1973-12-09;-999;   0.0;   -4.2
4241;1973-12-10;-999;   0.0;   -2.5
4242;1973-12-11;-999;   3.2;    1.0
4243;1973-12-12;-999;   4.7;    2.8
4244;1973-12-13;-999;  10.3;    2.2
4245;1973-12-14;-999;   0.8;    1.6
4246;1973-12-15;-999;   3.2;    0.9
4247;1973-12-16;-999;   9.5;    2.7
4248;1973-12-17;-999;  12.5;    3.0
4249;1973-12-18;-999;   0.6;    0.7
4250;1973-12-19;-999;   0.0;    0.2
4251;1973-12-20;-999;   0.0;    0.2
4252;1973-12-21;-999;   0.0;   -0.6
4253;1973-12-22;-999;   2.3;    3.9
4254;1973-12-23;-999;   1.9;    4.2
4255;1973-12-24;-999;   0.2;    3.8
4256;1973-12-25;-999;   0.0;    2.4
4257;1973-12-26;-999;   0.0;    3.2
4258;1973-12-27;-999;   0.3;    6.4
4259;1973-12-28;-999;   0.6;    7.6
4260;1973-12-29;-999;   0.2;    6.6
4261;1973-12-30;-999;   0.0;    3.4
4262;1973-12-31;-999;   0.0;    2.6
4263;1974-01-01;-999;   0.0;   -0.4
4264;1974-01-02;-999;   0.0;   -1.2
4265;1974-01-03;-999;   0.0;    0.4
4266;1974-01-04;-999;   0.0;    0.6
4267;1974-01-05;-999;   0.0;    1.5
4268;1974-01-06;-999;   5.9;    1.1
4269;1974-01-07;-999;  11.1;    1.8
4270;1974-01-08;-999;   4.1;    3.2
4271;1974-01-09;-999;   0.0;    3.0
4272;1974-01-10;-999;   0.0;    2.4
4273;1974-01-11;-999;   5.9;    5.5
4274;1974-01-12;-999;   0.0;    6.4
4275;1974-01-13;-999;   5.5;    8.2
4276;1974-01-14;-999;   1.9;    7.2
4277;1974-01-15;-999;   3.6;   10.2
4278;1974-01-16;-999;   8.2;    6.3
4279;1974-01-17;-999;   3.9;    4.8
4280;1974-01-18;-999;   5.5;    7.8
4281;1974-01-19;-999;   0.2;    8.2
4282;1974-01-20;-999;   0.0;    6.6
4283;1974-01-21;-999;   0.0;    4.6
4284;1974-01-22;-999;   0.0;    1.8
4285;1974-01-23;-999;   3.0;    5.1
4286;1974-01-24;-999;   1.8;    6.2
4287;1974-01-25;-999;   0.0;    5.8
4288;1974-01-26;-999;   0.0;    4.9
4289;1974-01-27;-999;   0.0;    3.9
4290;1974-01-28;-999;   6.2;    4.6
4291;1974-01-29;-999;   5.7;    4.7
4292;1974-01-30;-999;   0.0;    4.3
4293;1974-01-31;-999;   0.7;    6.2
4294;1974-02-01;-999;   0.0;    7.0
4295;1974-02-02;-999;   0.0;    7.0
4296;1974-02-03;-999;   0.0;    5.1
4297;1974-02-04;-999;   0.0;    3.8
4298;1974-02-05;-999;   2.0;    2.5
4299;1974-02-06;-999;   0.0;    1.6
4300;1974-02-07;-999;   0.0;    2.0
4301;1974-02-08;-999;   2.2;    2.7
4302;1974-02-09;-999;  12.3;    8.5
4303;1974-02-10;-999;   0.4;    9.3
4304;1974-02-11;-999;   0.0;   11.8
4305;1974-02-12;-999;   0.0;    8.0
4306;1974-02-13;-999;   3.4;    5.8
4307;1974-02-14;-999;   0.0;    5.3
4308;1974-02-15;-999;   0.0;    4.6
4309;1974-02-16;-999;   0.0;    5.2
4310;1974-02-17;-999;   0.0;    5.6
4311;1974-02-18;-999;   0.2;    3.2
4312;1974-02-19;-999;   0.0;    1.6
4313;1974-02-20;-999;   0.0;    1.6
4314;1974-02-21;-999;   1.2;    3.4
4315;1974-02-22;-999;   5.7;    6.2
4316;1974-02-23;-999;   0.5;    3.5
4317;1974-02-24;-999;   0.0;    2.4
4318;1974-02-25;-999;   0.0;    2.8
4319;1974-02-26;-999;   0.0;    0.8
4320;1974-02-27;-999;   0.0;    0.6
4321;1974-02-28;-999;   0.0;    0.3
4322;1974-03-01;-999;   0.0;    1.0
4323;1974-03-02;-999;   0.0;    2.4
4324;1974-03-03;-999;   0.0;    1.7
4325;1974-03-04;-999;   0.0;    3.2
4326;1974-03-05;-999;   0.2;    6.0
4327;1974-03-06;-999;   0.0;    2.8
4328;1974-03-07;-999;   0.0;    2.0
4329;1974-03-08;-999;   0.0;    1.2
4330;1974-03-09;-999;   0.0;    2.2
4331;1974-03-10;-999;   0.0;    2.5
4332;1974-03-11;-999;   0.0;    4.4
4333;1974-03-12;-999;   0.0;    5.5
4334;1974-03-13;-999;   0.0;    3.6
4335;1974-03-14;-999;   0.0;    2.2
4336;1974-03-15;-999;   2.2;    3.6
4337;1974-03-16;-999;   7.7;    5.8
4338;1974-03-17;-999;   0.9;    7.0
4339;1974-03-18;-999;  18.3;    6.9
4340;1974-03-19;-999;   0.0;    7.4
4341;1974-03-20;-999;   2.1;    7.6
4342;1974-03-21;-999;   0.0;    8.0
4343;1974-03-22;-999;   0.0;    6.0
4344;1974-03-23;-999;   0.0;    5.8
4345;1974-03-24;-999;   0.0;    7.2
4346;1974-03-25;-999;   0.0;    7.6
4347;1974-03-26;-999;   0.0;    8.6
4348;1974-03-27;-999;   0.0;    8.2
4349;1974-03-28;-999;   0.0;    9.9
4350;1974-03-29;-999;   0.0;    8.2
4351;1974-03-30;-999;   0.0;    8.1
4352;1974-03-31;-999;   0.0;    6.5
4353;1974-04-01;-999;   0.0;    7.4
4354;1974-04-02;-999;   0.0;   11.4
4355;1974-04-03;-999;   0.0;   10.8
4356;1974-04-04;-999;   0.0;    9.4
4357;1974-04-05;-999;   0.0;    9.5
4358;1974-04-06;-999;   0.0;    9.8
4359;1974-04-07;-999;   0.0;   10.4
4360;1974-04-08;-999;   0.0;    9.8
4361;1974-04-09;-999;   0.0;    9.5
4362;1974-04-10;-999;   0.0;   11.6
4363;1974-04-11;-999;   0.0;   10.0
4364;1974-04-12;-999;   0.0;    4.1
4365;1974-04-13;-999;   0.0;    4.8
4366;1974-04-14;-999;   0.6;    5.8
4367;1974-04-15;-999;   0.0;    8.0
4368;1974-04-16;-999;   0.0;    5.9
4369;1974-04-17;-999;   0.0;    7.0
4370;1974-04-18;-999;   0.0;    6.4
4371;1974-04-19;-999;   0.0;    9.1
4372;1974-04-20;-999;   0.0;    7.2
4373;1974-04-21;-999;   0.0;    8.6
4374;1974-04-22;-999;   0.0;    8.5
4375;1974-04-23;-999;   4.3;    6.5
4376;1974-04-24;-999;   0.6;    7.0
4377;1974-04-25;-999;   0.0;    5.4
4378;1974-04-26;-999;   0.0;    5.0
4379;1974-04-27;-999;   0.1;    6.8
4380;1974-04-28;-999;   0.0;   10.2
4381;1974-04-29;-999;   2.9;   11.3
4382;1974-04-30;-999;   9.0;   11.2
4383;1974-05-01;-999;   0.0;    9.3
4384;1974-05-02;-999;   0.0;    9.7
4385;1974-05-03;-999;   0.0;   11.0
4386;1974-05-04;-999;   0.0;    9.6
4387;1974-05-05;-999;   6.4;    4.8
4388;1974-05-06;-999;   8.2;    3.1
4389;1974-05-07;-999;   0.0;    7.8
4390;1974-05-08;-999;   0.0;    9.0
4391;1974-05-09;-999;   0.0;    9.3
4392;1974-05-10;-999;   0.0;   13.0
4393;1974-05-11;-999;   0.7;   11.6
4394;1974-05-12;-999;   0.0;   12.6
4395;1974-05-13;-999;   3.6;   15.8
4396;1974-05-14;-999;   5.6;   11.2
4397;1974-05-15;-999;   0.0;   11.1
4398;1974-05-16;-999;   0.0;   12.6
4399;1974-05-17;-999;   0.0;   12.6
4400;1974-05-18;-999;   0.0;   15.2
4401;1974-05-19;-999;   0.0;   18.1
4402;1974-05-20;-999;   0.0;   11.2
4403;1974-05-21;-999;   2.0;   13.0
4404;1974-05-22;-999;  18.8;   10.4
4405;1974-05-23;-999;   0.1;   11.4
4406;1974-05-24;-999;   0.0;   13.4
4407;1974-05-25;-999;   0.1;   10.8
4408;1974-05-26;-999;   1.0;   11.1
4409;1974-05-27;-999;   5.2;   11.4
4410;1974-05-28;-999;   2.4;   13.4
4411;1974-05-29;-999;   0.4;    9.8
4412;1974-05-30;-999;   0.0;    9.5
4413;1974-05-31;-999;   1.5;   12.8
4414;1974-06-01;-999;   0.9;   11.7
4415;1974-06-02;-999;   9.1;   16.0
4416;1974-06-03;-999;   4.8;   12.2
4417;1974-06-04;-999;   0.0;   11.6
4418;1974-06-05;-999;   0.0;   15.4
4419;1974-06-06;-999;   4.4;   13.1
4420;1974-06-07;-999;   2.6;   10.6
4421;1974-06-08;-999;   9.4;    9.4
4422;1974-06-09;-999;   0.0;   10.7
4423;1974-06-10;-999;  18.3;   10.3
4424;1974-06-11;-999;   4.2;    9.4
4425;1974-06-12;-999;   3.4;   12.5
4426;1974-06-13;-999;   0.0;   17.2
4427;1974-06-14;-999;   0.2;   16.4
4428;1974-06-15;-999;   0.0;   18.4
4429;1974-06-16;-999;   0.0;   18.2
4430;1974-06-17;-999;   0.0;   19.6
4431;1974-06-18;-999;   2.6;   15.5
4432;1974-06-19;-999;   0.0;   14.6
4433;1974-06-20;-999;   0.0;   14.6
4434;1974-06-21;-999;   0.0;   15.1
4435;1974-06-22;-999;   0.0;   19.2
4436;1974-06-23;-999;   0.0;   17.8
4437;1974-06-24;-999;   0.0;   18.0
4438;1974-06-25;-999;   0.0;   16.3
4439;1974-06-26;-999;   5.2;   16.4
4440;1974-06-27;-999;   0.3;   13.6
4441;1974-06-28;-999;   0.0;   15.0
4442;1974-06-29;-999;   0.0;   15.7
4443;1974-06-30;-999;  15.3;   15.2
4444;1974-07-01;-999;  13.7;   13.4
4445;1974-07-02;-999;   0.7;   14.6
4446;1974-07-03;-999;   9.0;   15.0
4447;1974-07-04;-999;  16.3;   12.2
4448;1974-07-05;-999;   9.5;   14.5
4449;1974-07-06;-999;   3.7;   13.4
4450;1974-07-07;-999;   0.3;   13.7
4451;1974-07-08;-999;   0.0;   13.8
4452;1974-07-09;-999;   4.4;   15.6
4453;1974-07-10;-999;   0.3;   15.9
4454;1974-07-11;-999;   0.7;   14.8
4455;1974-07-12;-999;   2.8;   13.6
4456;1974-07-13;-999;   0.1;   16.2
4457;1974-07-14;-999;   2.0;   14.2
4458;1974-07-15;-999;   0.0;   16.8
4459;1974-07-16;-999;   3.9;   17.3
4460;1974-07-17;-999;   2.8;   16.0
4461;1974-07-18;-999;   0.0;   14.4
4462;1974-07-19;-999;   1.8;   14.4
4463;1974-07-20;-999;   0.3;   15.6
4464;1974-07-21;-999;   0.0;   15.2
4465;1974-07-22;-999;   0.0;   19.3
4466;1974-07-23;-999;   2.1;   14.0
4467;1974-07-24;-999;   0.9;   13.7
4468;1974-07-25;-999;   2.3;   12.2
4469;1974-07-26;-999;   4.6;   14.4
4470;1974-07-27;-999;   6.0;   15.4
4471;1974-07-28;-999;   2.4;   15.5
4472;1974-07-29;-999;   2.0;   16.0
4473;1974-07-30;-999;   0.4;   15.3
4474;1974-07-31;-999;  29.4;   15.2
4475;1974-08-01;-999;   0.0;   17.3
4476;1974-08-02;-999;   0.0;   15.0
4477;1974-08-03;-999;   2.3;   16.0
4478;1974-08-04;-999;  11.3;   16.7
4479;1974-08-05;-999;   0.6;   13.8
4480;1974-08-06;-999;   0.0;   14.4
4481;1974-08-07;-999;   0.0;   15.9
4482;1974-08-08;-999;   2.5;   17.2
4483;1974-08-09;-999;   0.2;   14.8
4484;1974-08-10;-999;   5.3;   15.0
4485;1974-08-11;-999;  14.1;   14.0
4486;1974-08-12;-999;   3.2;   14.9
4487;1974-08-13;-999;   0.0;   16.6
4488;1974-08-14;-999;   0.0;   20.8
4489;1974-08-15;-999;   0.0;   22.3
4490;1974-08-16;-999;  21.4;   22.7
4491;1974-08-17;-999;   1.1;   17.4
4492;1974-08-18;-999;   0.0;   15.3
4493;1974-08-19;-999;   0.0;   15.3
4494;1974-08-20;-999;   0.0;   13.2
4495;1974-08-21;-999;   0.0;   16.2
4496;1974-08-22;-999;   0.0;   17.0
4497;1974-08-23;-999;   0.0;   15.2
4498;1974-08-24;-999;   0.0;   18.3
4499;1974-08-25;-999;   0.0;   17.2
4500;1974-08-26;-999;   8.2;   19.6
4501;1974-08-27;-999;   0.0;   15.5
4502;1974-08-28;-999;   0.0;   13.5
4503;1974-08-29;-999;   0.0;   16.8
4504;1974-08-30;-999;   0.0;   20.8
4505;1974-08-31;-999;   0.0;   20.3
4506;1974-09-01;-999;   1.2;   16.6
4507;1974-09-02;-999;   0.0;   17.4
4508;1974-09-03;-999;   0.0;   16.2
4509;1974-09-04;-999;   3.7;   15.0
4510;1974-09-05;-999;   5.8;   16.9
4511;1974-09-06;-999;   0.2;   15.2
4512;1974-09-07;-999;   2.4;   14.6
4513;1974-09-08;-999;   6.9;   13.0
4514;1974-09-09;-999;  12.6;   12.2
4515;1974-09-10;-999;   0.0;   12.8
4516;1974-09-11;-999;   0.0;   14.2
4517;1974-09-12;-999;   2.7;   16.4
4518;1974-09-13;-999;   7.3;   17.7
4519;1974-09-14;-999;   0.3;   15.0
4520;1974-09-15;-999;   0.0;   16.2
4521;1974-09-16;-999;   0.0;   14.7
4522;1974-09-17;-999;   3.2;   16.6
4523;1974-09-18;-999;   0.0;   11.8
4524;1974-09-19;-999;   0.0;   11.0
4525;1974-09-20;-999;   2.9;   11.4
4526;1974-09-21;-999;   1.1;   12.5
4527;1974-09-22;-999;   1.0;   10.8
4528;1974-09-23;-999;   1.2;   12.0
4529;1974-09-24;-999;   7.1;   11.2
4530;1974-09-25;-999;   4.4;    9.0
4531;1974-09-26;-999;   5.1;    8.6
4532;1974-09-27;-999;   7.0;   10.2
4533;1974-09-28;-999;   0.0;   12.2
4534;1974-09-29;-999;   0.0;    9.7
4535;1974-09-30;-999;   0.0;    9.2
4536;1974-10-01;-999;   1.0;    7.4
4537;1974-10-02;-999;   0.0;    8.2
4538;1974-10-03;-999;   0.0;    8.0
4539;1974-10-04;-999;   0.5;    6.6
4540;1974-10-05;-999;   1.0;    8.6
4541;1974-10-06;-999;   2.5;    9.2
4542;1974-10-07;-999;   2.5;    7.7
4543;1974-10-08;-999;   1.2;    6.6
4544;1974-10-09;-999;   4.0;    8.6
4545;1974-10-10;-999;   7.6;    7.9
4546;1974-10-11;-999;   1.9;    8.1
4547;1974-10-12;-999;   2.4;    7.3
4548;1974-10-13;-999;   1.6;    4.9
4549;1974-10-14;-999;   0.7;    6.2
4550;1974-10-15;-999;   0.0;    3.8
4551;1974-10-16;-999;   0.4;    4.8
4552;1974-10-17;-999;   0.4;    7.4
4553;1974-10-18;-999;   3.4;    7.1
4554;1974-10-19;-999;   5.0;    8.0
4555;1974-10-20;-999;   0.1;    5.6
4556;1974-10-21;-999;   0.8;    5.7
4557;1974-10-22;-999;   9.2;    9.1
4558;1974-10-23;-999;   0.0;    9.6
4559;1974-10-24;-999;   2.4;    8.5
4560;1974-10-25;-999;  15.6;    6.8
4561;1974-10-26;-999;   3.7;    5.3
4562;1974-10-27;-999;  13.7;    6.6
4563;1974-10-28;-999;   1.4;    5.5
